,court,date,weekday,playerCount,guestPlayerCount,playMode,startTime
0,12,19.05.2021,Wednesday,1,0,Training,18:30
0,12,19.05.2021,Wednesday,1,0,Training,18:45
0,12,19.05.2021,Wednesday,1,0,Training,19:00
0,12,19.05.2021,Wednesday,1,0,Training,19:15
0,12,19.05.2021,Wednesday,1,0,Training,19:30
0,12,19.05.2021,Wednesday,1,0,Training,19:45
1,9,19.05.2021,Wednesday,1,0,Training,13:00
1,9,19.05.2021,Wednesday,1,0,Training,13:15
1,9,19.05.2021,Wednesday,1,0,Training,13:30
1,9,19.05.2021,Wednesday,1,0,Training,13:45
1,9,19.05.2021,Wednesday,1,0,Training,14:00
1,9,19.05.2021,Wednesday,1,0,Training,14:15
1,9,19.05.2021,Wednesday,1,0,Training,14:30
1,9,19.05.2021,Wednesday,1,0,Training,14:45
1,9,19.05.2021,Wednesday,1,0,Training,15:00
1,9,19.05.2021,Wednesday,1,0,Training,15:15
1,9,19.05.2021,Wednesday,1,0,Training,15:30
1,9,19.05.2021,Wednesday,1,0,Training,15:45
1,9,19.05.2021,Wednesday,1,0,Training,16:00
1,9,19.05.2021,Wednesday,1,0,Training,16:15
1,9,19.05.2021,Wednesday,1,0,Training,16:30
1,9,19.05.2021,Wednesday,1,0,Training,16:45
1,9,19.05.2021,Wednesday,1,0,Training,17:00
1,9,19.05.2021,Wednesday,1,0,Training,17:15
1,9,19.05.2021,Wednesday,1,0,Training,17:30
1,9,19.05.2021,Wednesday,1,0,Training,17:45
1,9,19.05.2021,Wednesday,1,0,Training,18:00
1,9,19.05.2021,Wednesday,1,0,Training,18:15
1,9,19.05.2021,Wednesday,1,0,Training,18:30
1,9,19.05.2021,Wednesday,1,0,Training,18:45
1,9,19.05.2021,Wednesday,1,0,Training,19:00
1,9,19.05.2021,Wednesday,1,0,Training,19:15
1,9,19.05.2021,Wednesday,1,0,Training,19:30
2,7,19.05.2021,Wednesday,1,0,Training,13:00
2,7,19.05.2021,Wednesday,1,0,Training,13:15
2,7,19.05.2021,Wednesday,1,0,Training,13:30
2,7,19.05.2021,Wednesday,1,0,Training,13:45
2,7,19.05.2021,Wednesday,1,0,Training,14:00
2,7,19.05.2021,Wednesday,1,0,Training,14:15
2,7,19.05.2021,Wednesday,1,0,Training,14:30
2,7,19.05.2021,Wednesday,1,0,Training,14:45
2,7,19.05.2021,Wednesday,1,0,Training,15:00
2,7,19.05.2021,Wednesday,1,0,Training,15:15
2,7,19.05.2021,Wednesday,1,0,Training,15:30
2,7,19.05.2021,Wednesday,1,0,Training,15:45
2,7,19.05.2021,Wednesday,1,0,Training,16:00
2,7,19.05.2021,Wednesday,1,0,Training,16:15
2,7,19.05.2021,Wednesday,1,0,Training,16:30
2,7,19.05.2021,Wednesday,1,0,Training,16:45
2,7,19.05.2021,Wednesday,1,0,Training,17:00
2,7,19.05.2021,Wednesday,1,0,Training,17:15
2,7,19.05.2021,Wednesday,1,0,Training,17:30
2,7,19.05.2021,Wednesday,1,0,Training,17:45
2,7,19.05.2021,Wednesday,1,0,Training,18:00
2,7,19.05.2021,Wednesday,1,0,Training,18:15
2,7,19.05.2021,Wednesday,1,0,Training,18:30
2,7,19.05.2021,Wednesday,1,0,Training,18:45
2,7,19.05.2021,Wednesday,1,0,Training,19:00
2,7,19.05.2021,Wednesday,1,0,Training,19:15
2,7,19.05.2021,Wednesday,1,0,Training,19:30
3,6,19.05.2021,Wednesday,1,0,Training,13:00
3,6,19.05.2021,Wednesday,1,0,Training,13:15
3,6,19.05.2021,Wednesday,1,0,Training,13:30
3,6,19.05.2021,Wednesday,1,0,Training,13:45
3,6,19.05.2021,Wednesday,1,0,Training,14:00
3,6,19.05.2021,Wednesday,1,0,Training,14:15
3,6,19.05.2021,Wednesday,1,0,Training,14:30
3,6,19.05.2021,Wednesday,1,0,Training,14:45
3,6,19.05.2021,Wednesday,1,0,Training,15:00
3,6,19.05.2021,Wednesday,1,0,Training,15:15
3,6,19.05.2021,Wednesday,1,0,Training,15:30
3,6,19.05.2021,Wednesday,1,0,Training,15:45
3,6,19.05.2021,Wednesday,1,0,Training,16:00
3,6,19.05.2021,Wednesday,1,0,Training,16:15
3,6,19.05.2021,Wednesday,1,0,Training,16:30
3,6,19.05.2021,Wednesday,1,0,Training,16:45
3,6,19.05.2021,Wednesday,1,0,Training,17:00
3,6,19.05.2021,Wednesday,1,0,Training,17:15
3,6,19.05.2021,Wednesday,1,0,Training,17:30
3,6,19.05.2021,Wednesday,1,0,Training,17:45
3,6,19.05.2021,Wednesday,1,0,Training,18:00
3,6,19.05.2021,Wednesday,1,0,Training,18:15
3,6,19.05.2021,Wednesday,1,0,Training,18:30
3,6,19.05.2021,Wednesday,1,0,Training,18:45
3,6,19.05.2021,Wednesday,1,0,Training,19:00
3,6,19.05.2021,Wednesday,1,0,Training,19:15
3,6,19.05.2021,Wednesday,1,0,Training,19:30
4,15,19.05.2021,Wednesday,1,0,Training,13:00
4,15,19.05.2021,Wednesday,1,0,Training,13:15
4,15,19.05.2021,Wednesday,1,0,Training,13:30
4,15,19.05.2021,Wednesday,1,0,Training,13:45
4,15,19.05.2021,Wednesday,1,0,Training,14:00
4,15,19.05.2021,Wednesday,1,0,Training,14:15
4,15,19.05.2021,Wednesday,1,0,Training,14:30
4,15,19.05.2021,Wednesday,1,0,Training,14:45
4,15,19.05.2021,Wednesday,1,0,Training,15:00
4,15,19.05.2021,Wednesday,1,0,Training,15:15
4,15,19.05.2021,Wednesday,1,0,Training,15:30
4,15,19.05.2021,Wednesday,1,0,Training,15:45
4,15,19.05.2021,Wednesday,1,0,Training,16:00
4,15,19.05.2021,Wednesday,1,0,Training,16:15
4,15,19.05.2021,Wednesday,1,0,Training,16:30
4,15,19.05.2021,Wednesday,1,0,Training,16:45
4,15,19.05.2021,Wednesday,1,0,Training,17:00
4,15,19.05.2021,Wednesday,1,0,Training,17:15
4,15,19.05.2021,Wednesday,1,0,Training,17:30
4,15,19.05.2021,Wednesday,1,0,Training,17:45
4,15,19.05.2021,Wednesday,1,0,Training,18:00
4,15,19.05.2021,Wednesday,1,0,Training,18:15
4,15,19.05.2021,Wednesday,1,0,Training,18:30
4,15,19.05.2021,Wednesday,1,0,Training,18:45
4,15,19.05.2021,Wednesday,1,0,Training,19:00
4,15,19.05.2021,Wednesday,1,0,Training,19:15
4,15,19.05.2021,Wednesday,1,0,Training,19:30
5,10,19.05.2021,Wednesday,1,0,Training,13:00
5,10,19.05.2021,Wednesday,1,0,Training,13:15
5,10,19.05.2021,Wednesday,1,0,Training,13:30
5,10,19.05.2021,Wednesday,1,0,Training,13:45
5,10,19.05.2021,Wednesday,1,0,Training,14:00
5,10,19.05.2021,Wednesday,1,0,Training,14:15
5,10,19.05.2021,Wednesday,1,0,Training,14:30
5,10,19.05.2021,Wednesday,1,0,Training,14:45
5,10,19.05.2021,Wednesday,1,0,Training,15:00
5,10,19.05.2021,Wednesday,1,0,Training,15:15
5,10,19.05.2021,Wednesday,1,0,Training,15:30
5,10,19.05.2021,Wednesday,1,0,Training,15:45
5,10,19.05.2021,Wednesday,1,0,Training,16:00
5,10,19.05.2021,Wednesday,1,0,Training,16:15
5,10,19.05.2021,Wednesday,1,0,Training,16:30
5,10,19.05.2021,Wednesday,1,0,Training,16:45
5,10,19.05.2021,Wednesday,1,0,Training,17:00
5,10,19.05.2021,Wednesday,1,0,Training,17:15
5,10,19.05.2021,Wednesday,1,0,Training,17:30
5,10,19.05.2021,Wednesday,1,0,Training,17:45
5,10,19.05.2021,Wednesday,1,0,Training,18:00
5,10,19.05.2021,Wednesday,1,0,Training,18:15
5,10,19.05.2021,Wednesday,1,0,Training,18:30
5,10,19.05.2021,Wednesday,1,0,Training,18:45
5,10,19.05.2021,Wednesday,1,0,Training,19:00
5,10,19.05.2021,Wednesday,1,0,Training,19:15
5,10,19.05.2021,Wednesday,1,0,Training,19:30
6,11,19.05.2021,Wednesday,1,0,Training,13:00
6,11,19.05.2021,Wednesday,1,0,Training,13:15
6,11,19.05.2021,Wednesday,1,0,Training,13:30
6,11,19.05.2021,Wednesday,1,0,Training,13:45
6,11,19.05.2021,Wednesday,1,0,Training,14:00
6,11,19.05.2021,Wednesday,1,0,Training,14:15
6,11,19.05.2021,Wednesday,1,0,Training,14:30
6,11,19.05.2021,Wednesday,1,0,Training,14:45
6,11,19.05.2021,Wednesday,1,0,Training,15:00
6,11,19.05.2021,Wednesday,1,0,Training,15:15
6,11,19.05.2021,Wednesday,1,0,Training,15:30
6,11,19.05.2021,Wednesday,1,0,Training,15:45
6,11,19.05.2021,Wednesday,1,0,Training,16:00
6,11,19.05.2021,Wednesday,1,0,Training,16:15
6,11,19.05.2021,Wednesday,1,0,Training,16:30
6,11,19.05.2021,Wednesday,1,0,Training,16:45
6,11,19.05.2021,Wednesday,1,0,Training,17:00
6,11,19.05.2021,Wednesday,1,0,Training,17:15
6,11,19.05.2021,Wednesday,1,0,Training,17:30
6,11,19.05.2021,Wednesday,1,0,Training,17:45
6,11,19.05.2021,Wednesday,1,0,Training,18:00
6,11,19.05.2021,Wednesday,1,0,Training,18:15
6,11,19.05.2021,Wednesday,1,0,Training,18:30
6,11,19.05.2021,Wednesday,1,0,Training,18:45
6,11,19.05.2021,Wednesday,1,0,Training,19:00
6,11,19.05.2021,Wednesday,1,0,Training,19:15
6,11,19.05.2021,Wednesday,1,0,Training,19:30
7,14,19.05.2021,Wednesday,1,0,Training,13:00
7,14,19.05.2021,Wednesday,1,0,Training,13:15
7,14,19.05.2021,Wednesday,1,0,Training,13:30
7,14,19.05.2021,Wednesday,1,0,Training,13:45
7,14,19.05.2021,Wednesday,1,0,Training,14:00
7,14,19.05.2021,Wednesday,1,0,Training,14:15
7,14,19.05.2021,Wednesday,1,0,Training,14:30
7,14,19.05.2021,Wednesday,1,0,Training,14:45
7,14,19.05.2021,Wednesday,1,0,Training,15:00
7,14,19.05.2021,Wednesday,1,0,Training,15:15
7,14,19.05.2021,Wednesday,1,0,Training,15:30
7,14,19.05.2021,Wednesday,1,0,Training,15:45
7,14,19.05.2021,Wednesday,1,0,Training,16:00
7,14,19.05.2021,Wednesday,1,0,Training,16:15
7,14,19.05.2021,Wednesday,1,0,Training,16:30
7,14,19.05.2021,Wednesday,1,0,Training,16:45
7,14,19.05.2021,Wednesday,1,0,Training,17:00
7,14,19.05.2021,Wednesday,1,0,Training,17:15
7,14,19.05.2021,Wednesday,1,0,Training,17:30
7,14,19.05.2021,Wednesday,1,0,Training,17:45
7,14,19.05.2021,Wednesday,1,0,Training,18:00
7,14,19.05.2021,Wednesday,1,0,Training,18:15
7,14,19.05.2021,Wednesday,1,0,Training,18:30
7,14,19.05.2021,Wednesday,1,0,Training,18:45
7,14,19.05.2021,Wednesday,1,0,Training,19:00
7,14,19.05.2021,Wednesday,1,0,Training,19:15
7,14,19.05.2021,Wednesday,1,0,Training,19:30
8,2,19.05.2021,Wednesday,1,0,Training,10:00
8,2,19.05.2021,Wednesday,1,0,Training,10:15
8,2,19.05.2021,Wednesday,1,0,Training,10:30
8,2,19.05.2021,Wednesday,1,0,Training,10:45
9,3,19.05.2021,Wednesday,2,0,Einzel,11:30
9,3,19.05.2021,Wednesday,2,0,Einzel,11:45
9,3,19.05.2021,Wednesday,2,0,Einzel,12:00
10,2,19.05.2021,Wednesday,2,0,Einzel,12:45
10,2,19.05.2021,Wednesday,2,0,Einzel,13:00
10,2,19.05.2021,Wednesday,2,0,Einzel,13:15
11,12,19.05.2021,Wednesday,2,0,Einzel,13:15
11,12,19.05.2021,Wednesday,2,0,Einzel,13:30
11,12,19.05.2021,Wednesday,2,0,Einzel,13:45
12,8,19.05.2021,Wednesday,2,0,Einzel,13:45
12,8,19.05.2021,Wednesday,2,0,Einzel,14:00
12,8,19.05.2021,Wednesday,2,0,Einzel,14:15
13,8,19.05.2021,Wednesday,2,0,Einzel,14:30
13,8,19.05.2021,Wednesday,2,0,Einzel,14:45
13,8,19.05.2021,Wednesday,2,0,Einzel,15:00
14,2,19.05.2021,Wednesday,2,0,Einzel,14:45
14,2,19.05.2021,Wednesday,2,0,Einzel,15:00
14,2,19.05.2021,Wednesday,2,0,Einzel,15:15
15,1,19.05.2021,Wednesday,2,0,Einzel,14:45
15,1,19.05.2021,Wednesday,2,0,Einzel,15:00
15,1,19.05.2021,Wednesday,2,0,Einzel,15:15
16,12,19.05.2021,Wednesday,2,0,Einzel,15:15
16,12,19.05.2021,Wednesday,2,0,Einzel,15:30
16,12,19.05.2021,Wednesday,2,0,Einzel,15:45
17,5,19.05.2021,Wednesday,2,0,Einzel,15:30
17,5,19.05.2021,Wednesday,2,0,Einzel,15:45
17,5,19.05.2021,Wednesday,2,0,Einzel,16:00
18,4,19.05.2021,Wednesday,1,0,Training,15:30
18,4,19.05.2021,Wednesday,1,0,Training,15:45
18,4,19.05.2021,Wednesday,1,0,Training,16:00
19,3,19.05.2021,Wednesday,2,0,Einzel,15:30
19,3,19.05.2021,Wednesday,2,0,Einzel,15:45
19,3,19.05.2021,Wednesday,2,0,Einzel,16:00
20,8,19.05.2021,Wednesday,4,0,Doppel,15:45
20,8,19.05.2021,Wednesday,4,0,Doppel,16:00
20,8,19.05.2021,Wednesday,4,0,Doppel,16:15
20,8,19.05.2021,Wednesday,4,0,Doppel,16:30
21,1,19.05.2021,Wednesday,2,0,Einzel,17:15
21,1,19.05.2021,Wednesday,2,0,Einzel,17:30
21,1,19.05.2021,Wednesday,2,0,Einzel,17:45
22,13,19.05.2021,Wednesday,2,0,Einzel,17:45
22,13,19.05.2021,Wednesday,2,0,Einzel,18:00
22,13,19.05.2021,Wednesday,2,0,Einzel,18:15
23,2,19.05.2021,Wednesday,2,0,Einzel,18:00
23,2,19.05.2021,Wednesday,2,0,Einzel,18:15
23,2,19.05.2021,Wednesday,2,0,Einzel,18:30
24,3,19.05.2021,Wednesday,2,0,Einzel,18:00
24,3,19.05.2021,Wednesday,2,0,Einzel,18:15
24,3,19.05.2021,Wednesday,2,0,Einzel,18:30
25,4,19.05.2021,Wednesday,2,0,Einzel,18:15
25,4,19.05.2021,Wednesday,2,0,Einzel,18:30
25,4,19.05.2021,Wednesday,2,0,Einzel,18:45
26,8,19.05.2021,Wednesday,2,0,Einzel,18:15
26,8,19.05.2021,Wednesday,2,0,Einzel,18:30
26,8,19.05.2021,Wednesday,2,0,Einzel,18:45
27,5,19.05.2021,Wednesday,2,0,Einzel,18:00
27,5,19.05.2021,Wednesday,2,0,Einzel,18:15
27,5,19.05.2021,Wednesday,2,0,Einzel,18:30
28,1,19.05.2021,Wednesday,2,1,Einzel,18:30
28,1,19.05.2021,Wednesday,2,1,Einzel,18:45
28,1,19.05.2021,Wednesday,2,1,Einzel,19:00
29,13,19.05.2021,Wednesday,2,0,Einzel,18:45
29,13,19.05.2021,Wednesday,2,0,Einzel,19:00
29,13,19.05.2021,Wednesday,2,0,Einzel,19:15
30,3,19.05.2021,Wednesday,2,0,Einzel,18:45
30,3,19.05.2021,Wednesday,2,0,Einzel,19:00
30,3,19.05.2021,Wednesday,2,0,Einzel,19:15
31,2,19.05.2021,Wednesday,2,0,Einzel,18:45
31,2,19.05.2021,Wednesday,2,0,Einzel,19:00
31,2,19.05.2021,Wednesday,2,0,Einzel,19:15
32,5,19.05.2021,Wednesday,2,0,Einzel,19:00
32,5,19.05.2021,Wednesday,2,0,Einzel,19:15
32,5,19.05.2021,Wednesday,2,0,Einzel,19:30
33,4,20.05.2021,Thursday,1,0,Training,12:00
33,4,20.05.2021,Thursday,1,0,Training,12:15
33,4,20.05.2021,Thursday,1,0,Training,12:30
33,4,20.05.2021,Thursday,1,0,Training,12:45
33,4,20.05.2021,Thursday,1,0,Training,13:00
33,4,20.05.2021,Thursday,1,0,Training,13:15
34,12,20.05.2021,Thursday,1,0,Training,18:00
34,12,20.05.2021,Thursday,1,0,Training,18:15
34,12,20.05.2021,Thursday,1,0,Training,18:30
34,12,20.05.2021,Thursday,1,0,Training,18:45
35,7,20.05.2021,Thursday,1,0,Training,13:00
35,7,20.05.2021,Thursday,1,0,Training,13:15
35,7,20.05.2021,Thursday,1,0,Training,13:30
35,7,20.05.2021,Thursday,1,0,Training,13:45
35,7,20.05.2021,Thursday,1,0,Training,14:00
35,7,20.05.2021,Thursday,1,0,Training,14:15
35,7,20.05.2021,Thursday,1,0,Training,14:30
35,7,20.05.2021,Thursday,1,0,Training,14:45
35,7,20.05.2021,Thursday,1,0,Training,15:00
35,7,20.05.2021,Thursday,1,0,Training,15:15
35,7,20.05.2021,Thursday,1,0,Training,15:30
35,7,20.05.2021,Thursday,1,0,Training,15:45
35,7,20.05.2021,Thursday,1,0,Training,16:00
35,7,20.05.2021,Thursday,1,0,Training,16:15
35,7,20.05.2021,Thursday,1,0,Training,16:30
35,7,20.05.2021,Thursday,1,0,Training,16:45
35,7,20.05.2021,Thursday,1,0,Training,17:00
35,7,20.05.2021,Thursday,1,0,Training,17:15
35,7,20.05.2021,Thursday,1,0,Training,17:30
35,7,20.05.2021,Thursday,1,0,Training,17:45
35,7,20.05.2021,Thursday,1,0,Training,18:00
35,7,20.05.2021,Thursday,1,0,Training,18:15
35,7,20.05.2021,Thursday,1,0,Training,18:30
35,7,20.05.2021,Thursday,1,0,Training,18:45
35,7,20.05.2021,Thursday,1,0,Training,19:00
35,7,20.05.2021,Thursday,1,0,Training,19:15
35,7,20.05.2021,Thursday,1,0,Training,19:30
36,9,20.05.2021,Thursday,1,0,Training,13:00
36,9,20.05.2021,Thursday,1,0,Training,13:15
36,9,20.05.2021,Thursday,1,0,Training,13:30
36,9,20.05.2021,Thursday,1,0,Training,13:45
36,9,20.05.2021,Thursday,1,0,Training,14:00
36,9,20.05.2021,Thursday,1,0,Training,14:15
36,9,20.05.2021,Thursday,1,0,Training,14:30
36,9,20.05.2021,Thursday,1,0,Training,14:45
36,9,20.05.2021,Thursday,1,0,Training,15:00
36,9,20.05.2021,Thursday,1,0,Training,15:15
36,9,20.05.2021,Thursday,1,0,Training,15:30
36,9,20.05.2021,Thursday,1,0,Training,15:45
36,9,20.05.2021,Thursday,1,0,Training,16:00
36,9,20.05.2021,Thursday,1,0,Training,16:15
36,9,20.05.2021,Thursday,1,0,Training,16:30
36,9,20.05.2021,Thursday,1,0,Training,16:45
36,9,20.05.2021,Thursday,1,0,Training,17:00
36,9,20.05.2021,Thursday,1,0,Training,17:15
36,9,20.05.2021,Thursday,1,0,Training,17:30
36,9,20.05.2021,Thursday,1,0,Training,17:45
36,9,20.05.2021,Thursday,1,0,Training,18:00
36,9,20.05.2021,Thursday,1,0,Training,18:15
36,9,20.05.2021,Thursday,1,0,Training,18:30
36,9,20.05.2021,Thursday,1,0,Training,18:45
36,9,20.05.2021,Thursday,1,0,Training,19:00
36,9,20.05.2021,Thursday,1,0,Training,19:15
36,9,20.05.2021,Thursday,1,0,Training,19:30
37,10,20.05.2021,Thursday,1,0,Training,13:00
37,10,20.05.2021,Thursday,1,0,Training,13:15
37,10,20.05.2021,Thursday,1,0,Training,13:30
37,10,20.05.2021,Thursday,1,0,Training,13:45
37,10,20.05.2021,Thursday,1,0,Training,14:00
37,10,20.05.2021,Thursday,1,0,Training,14:15
37,10,20.05.2021,Thursday,1,0,Training,14:30
37,10,20.05.2021,Thursday,1,0,Training,14:45
37,10,20.05.2021,Thursday,1,0,Training,15:00
37,10,20.05.2021,Thursday,1,0,Training,15:15
37,10,20.05.2021,Thursday,1,0,Training,15:30
37,10,20.05.2021,Thursday,1,0,Training,15:45
37,10,20.05.2021,Thursday,1,0,Training,16:00
37,10,20.05.2021,Thursday,1,0,Training,16:15
37,10,20.05.2021,Thursday,1,0,Training,16:30
37,10,20.05.2021,Thursday,1,0,Training,16:45
37,10,20.05.2021,Thursday,1,0,Training,17:00
37,10,20.05.2021,Thursday,1,0,Training,17:15
37,10,20.05.2021,Thursday,1,0,Training,17:30
37,10,20.05.2021,Thursday,1,0,Training,17:45
37,10,20.05.2021,Thursday,1,0,Training,18:00
37,10,20.05.2021,Thursday,1,0,Training,18:15
37,10,20.05.2021,Thursday,1,0,Training,18:30
37,10,20.05.2021,Thursday,1,0,Training,18:45
37,10,20.05.2021,Thursday,1,0,Training,19:00
37,10,20.05.2021,Thursday,1,0,Training,19:15
37,10,20.05.2021,Thursday,1,0,Training,19:30
38,6,20.05.2021,Thursday,1,0,Training,13:00
38,6,20.05.2021,Thursday,1,0,Training,13:15
38,6,20.05.2021,Thursday,1,0,Training,13:30
38,6,20.05.2021,Thursday,1,0,Training,13:45
38,6,20.05.2021,Thursday,1,0,Training,14:00
38,6,20.05.2021,Thursday,1,0,Training,14:15
38,6,20.05.2021,Thursday,1,0,Training,14:30
38,6,20.05.2021,Thursday,1,0,Training,14:45
38,6,20.05.2021,Thursday,1,0,Training,15:00
38,6,20.05.2021,Thursday,1,0,Training,15:15
38,6,20.05.2021,Thursday,1,0,Training,15:30
38,6,20.05.2021,Thursday,1,0,Training,15:45
38,6,20.05.2021,Thursday,1,0,Training,16:00
38,6,20.05.2021,Thursday,1,0,Training,16:15
38,6,20.05.2021,Thursday,1,0,Training,16:30
38,6,20.05.2021,Thursday,1,0,Training,16:45
38,6,20.05.2021,Thursday,1,0,Training,17:00
38,6,20.05.2021,Thursday,1,0,Training,17:15
38,6,20.05.2021,Thursday,1,0,Training,17:30
38,6,20.05.2021,Thursday,1,0,Training,17:45
38,6,20.05.2021,Thursday,1,0,Training,18:00
38,6,20.05.2021,Thursday,1,0,Training,18:15
38,6,20.05.2021,Thursday,1,0,Training,18:30
38,6,20.05.2021,Thursday,1,0,Training,18:45
38,6,20.05.2021,Thursday,1,0,Training,19:00
38,6,20.05.2021,Thursday,1,0,Training,19:15
38,6,20.05.2021,Thursday,1,0,Training,19:30
39,2,20.05.2021,Thursday,1,0,Training,09:00
39,2,20.05.2021,Thursday,1,0,Training,09:15
39,2,20.05.2021,Thursday,1,0,Training,09:30
39,2,20.05.2021,Thursday,1,0,Training,09:45
39,2,20.05.2021,Thursday,1,0,Training,10:00
39,2,20.05.2021,Thursday,1,0,Training,10:15
39,2,20.05.2021,Thursday,1,0,Training,10:30
39,2,20.05.2021,Thursday,1,0,Training,10:45
40,8,20.05.2021,Thursday,2,0,Einzel,12:45
40,8,20.05.2021,Thursday,2,0,Einzel,13:00
40,8,20.05.2021,Thursday,2,0,Einzel,13:15
41,1,20.05.2021,Thursday,2,1,Einzel,14:00
41,1,20.05.2021,Thursday,2,1,Einzel,14:15
41,1,20.05.2021,Thursday,2,1,Einzel,14:30
42,2,20.05.2021,Thursday,2,0,Einzel,14:30
42,2,20.05.2021,Thursday,2,0,Einzel,14:45
42,2,20.05.2021,Thursday,2,0,Einzel,15:00
43,8,20.05.2021,Thursday,2,0,Einzel,15:00
43,8,20.05.2021,Thursday,2,0,Einzel,15:15
43,8,20.05.2021,Thursday,2,0,Einzel,15:30
44,4,20.05.2021,Thursday,2,0,Einzel,15:00
44,4,20.05.2021,Thursday,2,0,Einzel,15:15
44,4,20.05.2021,Thursday,2,0,Einzel,15:30
45,1,20.05.2021,Thursday,2,0,Einzel,16:00
45,1,20.05.2021,Thursday,2,0,Einzel,16:15
45,1,20.05.2021,Thursday,2,0,Einzel,16:30
46,3,20.05.2021,Thursday,2,0,Einzel,16:15
46,3,20.05.2021,Thursday,2,0,Einzel,16:30
46,3,20.05.2021,Thursday,2,0,Einzel,16:45
47,8,20.05.2021,Thursday,2,0,Einzel,16:00
47,8,20.05.2021,Thursday,2,0,Einzel,16:15
47,8,20.05.2021,Thursday,2,0,Einzel,16:30
48,1,20.05.2021,Thursday,2,0,Einzel,16:45
48,1,20.05.2021,Thursday,2,0,Einzel,17:00
48,1,20.05.2021,Thursday,2,0,Einzel,17:15
49,2,20.05.2021,Thursday,2,0,Einzel,17:00
49,2,20.05.2021,Thursday,2,0,Einzel,17:15
49,2,20.05.2021,Thursday,2,0,Einzel,17:30
50,8,20.05.2021,Thursday,2,0,Einzel,17:15
50,8,20.05.2021,Thursday,2,0,Einzel,17:30
50,8,20.05.2021,Thursday,2,0,Einzel,17:45
51,4,20.05.2021,Thursday,2,0,Einzel,17:00
51,4,20.05.2021,Thursday,2,0,Einzel,17:15
51,4,20.05.2021,Thursday,2,0,Einzel,17:30
52,5,20.05.2021,Thursday,2,1,Einzel,17:30
52,5,20.05.2021,Thursday,2,1,Einzel,17:45
52,5,20.05.2021,Thursday,2,1,Einzel,18:00
53,13,20.05.2021,Thursday,2,0,Einzel,17:30
53,13,20.05.2021,Thursday,2,0,Einzel,17:45
53,13,20.05.2021,Thursday,2,0,Einzel,18:00
54,3,20.05.2021,Thursday,2,0,Einzel,17:45
54,3,20.05.2021,Thursday,2,0,Einzel,18:00
54,3,20.05.2021,Thursday,2,0,Einzel,18:15
55,1,20.05.2021,Thursday,2,0,Einzel,17:45
55,1,20.05.2021,Thursday,2,0,Einzel,18:00
55,1,20.05.2021,Thursday,2,0,Einzel,18:15
56,4,20.05.2021,Thursday,2,0,Einzel,17:45
56,4,20.05.2021,Thursday,2,0,Einzel,18:00
56,4,20.05.2021,Thursday,2,0,Einzel,18:15
57,2,20.05.2021,Thursday,2,0,Einzel,17:45
57,2,20.05.2021,Thursday,2,0,Einzel,18:00
57,2,20.05.2021,Thursday,2,0,Einzel,18:15
58,8,20.05.2021,Thursday,2,0,Einzel,18:00
58,8,20.05.2021,Thursday,2,0,Einzel,18:15
58,8,20.05.2021,Thursday,2,0,Einzel,18:30
59,5,20.05.2021,Thursday,2,0,Einzel,18:15
59,5,20.05.2021,Thursday,2,0,Einzel,18:30
59,5,20.05.2021,Thursday,2,0,Einzel,18:45
60,13,20.05.2021,Thursday,2,0,Einzel,18:30
60,13,20.05.2021,Thursday,2,0,Einzel,18:45
60,13,20.05.2021,Thursday,2,0,Einzel,19:00
61,2,20.05.2021,Thursday,2,0,Einzel,18:30
61,2,20.05.2021,Thursday,2,0,Einzel,18:45
61,2,20.05.2021,Thursday,2,0,Einzel,19:00
62,4,20.05.2021,Thursday,1,0,Training,18:30
62,4,20.05.2021,Thursday,1,0,Training,18:45
62,4,20.05.2021,Thursday,1,0,Training,19:00
62,4,20.05.2021,Thursday,1,0,Training,19:15
63,3,20.05.2021,Thursday,2,0,Einzel,18:30
63,3,20.05.2021,Thursday,2,0,Einzel,18:45
63,3,20.05.2021,Thursday,2,0,Einzel,19:00
64,1,20.05.2021,Thursday,2,0,Einzel,18:30
64,1,20.05.2021,Thursday,2,0,Einzel,18:45
64,1,20.05.2021,Thursday,2,0,Einzel,19:00
65,8,20.05.2021,Thursday,2,0,Einzel,18:45
65,8,20.05.2021,Thursday,2,0,Einzel,19:00
65,8,20.05.2021,Thursday,2,0,Einzel,19:15
66,9,20.05.2021,Thursday,1,0,Training,19:45
66,9,20.05.2021,Thursday,1,0,Training,20:00
66,9,20.05.2021,Thursday,1,0,Training,20:15
67,11,20.05.2021,Thursday,2,0,Einzel,18:30
67,11,20.05.2021,Thursday,2,0,Einzel,18:45
67,11,20.05.2021,Thursday,2,0,Einzel,19:00
68,12,20.05.2021,Thursday,2,0,Einzel,19:00
68,12,20.05.2021,Thursday,2,0,Einzel,19:15
68,12,20.05.2021,Thursday,2,0,Einzel,19:30
69,5,20.05.2021,Thursday,2,0,Einzel,19:00
69,5,20.05.2021,Thursday,2,0,Einzel,19:15
69,5,20.05.2021,Thursday,2,0,Einzel,19:30
70,15,20.05.2021,Thursday,2,0,Einzel,19:15
70,15,20.05.2021,Thursday,2,0,Einzel,19:30
70,15,20.05.2021,Thursday,2,0,Einzel,19:45
71,3,20.05.2021,Thursday,2,0,Einzel,19:15
71,3,20.05.2021,Thursday,2,0,Einzel,19:30
71,3,20.05.2021,Thursday,2,0,Einzel,19:45
